,1_XGB,3_ExtraTrees,7_XGB,9_ExtraTrees,13_XGB,15_ExtraTrees,19_XGB,21_ExtraTrees,25_XGB,27_ExtraTrees,31_XGB,33_ExtraTrees,37_XGB,39_ExtraTrees,43_XGB,45_ExtraTrees,49_XGB,51_ExtraTrees,55_XGB,57_ExtraTrees,MEAN,MEDIAN
1552301_a_at,0.038461536,0.0,0.038461536,0.0,0.038461536,0.0,0.038461536,0.0,0.038461536,0.0,0.038461536,0.0,0.038461536,0.0,0.038461536,0.0,0.038461536,0.0,0.038461536,0.18206559915700093,0.02833404804237611,0.038461536169052124
1557139_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24937292212782394,0.0,0.3164004158950855,0.0,0.0,0.02828866690114547,0.0
223438_s_at,0.0,0.0,0.0,0.3023479814231842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26212751746073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02822377494419571,0.0
225538_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5644075931487617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028220379657438083,0.0
1561362_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5637663305565033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028188316527825164,0.0
208810_at,0.0,0.0,0.0,0.0,0.0,0.562732928753943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02813664643769715,0.0
200878_at,0.0,0.0,0.0,0.0,0.0,0.20426566386186762,0.0,0.3555036526808536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02798846582713606,0.0
212488_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5588181178163852,0.0,0.0,0.02794090589081926,0.0
206039_at,0.0,0.0,0.0,0.5572807562585964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027864037812929822,0.0
203065_s_at,0.0,0.0,0.0,0.0,0.0,0.552920522558978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0276460261279489,0.0
1562373_at,0.0,0.0,0.0,0.2635226705184881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2889595102133495,0.027624109036591883,0.0
225383_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5508876596569958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02754438298284979,0.0
208453_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5486599083733159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027432995418665795,0.0
206611_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15403534904027866,0.0,0.39154495893441893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02727901539873488,0.0
1559141_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5453543731020235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027267718655101175,0.0
204082_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41194753519599553,0.0,0.12850331250855368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702254238522746,0.0
200663_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5403029633966088,0.0,0.0,0.0,0.0,0.027015148169830437,0.0
201963_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5387395193636237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026936975968181186,0.0
225476_at,0.0,0.0,0.0,0.5384102165182588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02692051082591294,0.0
1558011_at,0.0,0.0,0.0,0.0,0.0,0.3169644421275493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2205360730172148,0.0,0.0,0.026875025757238206,0.0
217068_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5369213777903599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026846068889517995,0.0
241433_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11460263345366803,0.0,0.0,0.0,0.4214909355643889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026804678450902848,0.0
1559073_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5358455913519142,0.0,0.0,0.0,0.0,0.0,0.0,0.026792279567595712,0.0
242677_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47471435152550706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061095517297655146,0.02679049344115811,0.0
227868_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5356955449832199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026784777249160997,0.0
209691_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5341959975747801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026709799878739005,0.0
235040_at,0.0,0.29101642016552387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24073907904807465,0.0,0.0,0.0,0.0,0.026587774960679926,0.0
238507_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1687997062709852,0.0,0.0,0.0,0.0,0.0,0.36213371301038283,0.0,0.0,0.026546670964068403,0.0
206968_s_at,0.0,0.5301524023958761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026507620119793806,0.0
202185_at,0.0,0.0,0.0,0.5299721661949729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026498608309748643,0.0
237474_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5297576709350434,0.0,0.0,0.0,0.0,0.02648788354675217,0.0
218108_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5292424900692979,0.0,0.0,0.026462124503464895,0.0
207581_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5268740695882566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02634370347941283,0.0
227559_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10628017438706068,0.0,0.0,0.0,0.419492654353235,0.0,0.0,0.026288641437014787,0.0
225113_at,0.0,0.0,0.0,0.0,0.0,0.5238356082060985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026191780410304927,0.0
234896_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3353146054618597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18817785698004386,0.026174623122095175,0.0
204667_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5232283517799312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02616141758899656,0.0
208206_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5226882907252499,0.0,0.0,0.0,0.0,0.0,0.0,0.026134414536262494,0.0
226063_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39116565490942146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13102422317727183,0.026109493904334664,0.0
219549_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5219746511160864,0.0,0.0,0.0,0.0,0.026098732555804322,0.0
206589_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5216989666530725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026084948332653624,0.0
225655_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5215258743468616,0.0,0.0,0.0,0.0,0.0,0.0,0.02607629371734308,0.0
233288_at,0.0,0.0,0.0,0.5187291648301207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025936458241506033,0.0
223303_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5186237270267795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025931186351338974,0.0
1560787_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5186046202133525,0.0,0.0,0.0,0.0,0.025930231010667625,0.0
225297_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5178779382888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025893896914440002,0.0
210486_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515957622282857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02579788111414285,0.0
220865_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5157335378210944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02578667689105472,0.0
201424_s_at,0.0,0.0,0.0,0.0,0.0,0.5155279413314501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025776397066572504,0.0
201325_s_at,0.0,0.0,0.0,0.0,0.0,0.5154326509934917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025771632549674583,0.0
228442_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512367154304751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02561835771523755,0.0
1568924_a_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5106907818727511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025534539093637555,0.0
203879_at,0.0,0.0,0.0,0.0,0.0,0.5102077008916476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02551038504458238,0.0
242051_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5095897885758939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025479489428794695,0.0
230381_at,0.0,0.0,0.0,0.5095468698032559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025477343490162795,0.0
1558888_x_at,0.0,0.0,0.0,0.0,0.0,0.508648485387838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0254324242693919,0.0
212589_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508091215987564,0.0,0.0,0.0,0.0,0.0,0.0,0.025404560799378202,0.0
1559067_a_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25999746958516295,0.0,0.0,0.0,0.24782084553176,0.0,0.0,0.0,0.0,0.02539091575584615,0.0
219327_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5076682137260035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02538341068630017,0.0
229628_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5070419821396439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025352099106982197,0.0
212443_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5066934475909918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02533467237954959,0.0
244470_at,0.0,0.0,0.0,0.5053396105586782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025266980527933906,0.0
1554335_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5045797379025467,0.0,0.0,0.025228986895127335,0.0
214909_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5037960467819954,0.0,0.0,0.0,0.0,0.0,0.0,0.02518980233909977,0.0
240772_at,0.0,0.0,0.0,0.503080222143959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02515401110719795,0.0
226018_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502467977249952,0.0,0.0,0.0,0.0,0.0,0.0,0.0251233988624976,0.0
203325_s_at,0.0,0.0,0.0,0.0,0.0,0.5018400123643886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02509200061821943,0.0
219076_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5006478064206995,0.0,0.0,0.0,0.0,0.025032390321034974,0.0
240546_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5004736421143258,0.0,0.0,0.02502368210571629,0.0
222662_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4996716368955649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024983581844778245,0.0
203544_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49892029096146245,0.0,0.0,0.024946014548073124,0.0
1561639_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4987928711544911,0.0,0.0,0.024939643557724555,0.0
243888_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49850846994575143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02492542349728757,0.0
235094_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4984326383530176,0.02492163191765088,0.0
218792_s_at,0.0,0.0,0.0,0.49829567851914247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024914783925957123,0.0
212899_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49788069986425615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024894034993212806,0.0
228646_at,0.0,0.49754324725871035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024877162362935516,0.0
207157_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49622305254484955,0.0,0.0,0.024811152627242476,0.0
35974_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49595309035399665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024797654517699833,0.0
223556_at,0.0,0.3262990291438232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16924779007590948,0.024777340960986632,0.0
1553471_at,0.0,0.0,0.0,0.49423162546839816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024711581273419908,0.0
238919_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4937174917835329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024685874589176645,0.0
205166_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25396242293442317,0.0,0.0,0.0,0.0,0.0,0.23944412451981145,0.0,0.0,0.0,0.0,0.024670327372711732,0.0
227259_at,0.0,0.22767100144915095,0.0,0.0,0.0,0.26463999874807836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024615550009861466,0.0
1556284_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21435128005290588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27790306561849476,0.0,0.0,0.0,0.0,0.02461271728357003,0.0
212092_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4917479941240264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024587399706201322,0.0
1555464_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4911064727119417,0.0,0.0,0.0,0.0,0.0,0.0,0.024555323635597086,0.0
227709_at,0.0,0.4901919578275762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02450959789137881,0.0
215029_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48819191100925347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024409595550462675,0.0
202255_s_at,0.0,0.0,0.0,0.4881022860343877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024405114301719384,0.0
226264_at,0.0,0.0,0.0,0.0,0.0,0.4873991440113041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024369957200565204,0.0
224925_at,0.0,0.0,0.0,0.48737916637051576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02436895831852579,0.0
1560622_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4868937254188037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024344686270940184,0.0
208999_at,0.0,0.0,0.0,0.0,0.0,0.3881696158533189,0.0,0.09853202235178612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02433508191025525,0.0
226676_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48489179302632457,0.0,0.0,0.0,0.0,0.024244589651316227,0.0
1562371_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4841214308138194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02420607154069097,0.0
210401_at,0.0,0.0,0.0,0.4822070116155071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024110350580775354,0.0
224391_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811806722769266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024059033613846332,0.0
213947_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4793142232009464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02396571116004732,0.0
207742_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4792298204954237,0.023961491024771183,0.0
230619_at,0.0,0.0,0.0,0.31546845509106985,0.0,0.16225908112553222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023886376810830105,0.0
214623_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47698774871830246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023849387435915123,0.0
227264_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4760629385554089,0.0,0.0,0.023803146927770445,0.0
1557037_a_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4755890625571911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023779453127859555,0.0
223849_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18748886506344223,0.0,0.0,0.0,0.2877964304954937,0.0,0.0,0.0,0.0,0.0,0.0,0.023764264777946797,0.0
201499_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4740118967051419,0.0,0.0,0.023700594835257095,0.0
210771_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4738359816595774,0.0,0.0,0.0,0.0,0.0,0.0,0.02369179908297887,0.0
201514_s_at,0.0,0.0,0.0,0.0,0.0,0.47364878466953836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023682439233476918,0.0
204985_s_at,0.0,0.14459399307445941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3286956114732641,0.0,0.0,0.0,0.0,0.023664480227386174,0.0
201038_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47221632550117415,0.0,0.0,0.023610816275058708,0.0
244254_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4719382994269662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02359691497134831,0.0
226763_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47150278279954316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023575139139977157,0.0
213183_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47109008950998577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02355450447549929,0.0
223296_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47083440818550903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023541720409275452,0.0
228843_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46975609367194876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023487804683597437,0.0
222978_at,0.0,0.0,0.0,0.21103946005546453,0.0,0.0,0.0,0.0,0.0,0.2586597933648742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023484962671016938,0.0
1560770_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46827869948719697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023413934974359847,0.0
215075_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19471057304432887,0.0,0.2726417800948771,0.0,0.0,0.0233676176569603,0.0
228787_s_at,0.0,0.0,0.0,0.46706641887544936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023353320943772467,0.0
203401_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4669809715828329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023349048579141645,0.0
209448_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4658718573554065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023293592867770323,0.0
230196_x_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4658014090759793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023290070453798963,0.0
224846_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4657450778336445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023287253891682225,0.0
243461_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46554803247161103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02327740162358055,0.0
235729_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2770198334732142,0.0,0.0,0.0,0.1879966165382408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023250822500572747,0.0
210958_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4645047535290332,0.0,0.0,0.02322523767645166,0.0
230497_at,0.0,0.0,0.0,0.0,0.0,0.4644978697862142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02322489348931071,0.0
1556643_at,0.0,0.21296895022678083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25083231003179884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023190063012928985,0.0
203794_at,0.0,0.0,0.0,0.4636729105013441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023183645525067208,0.0
1568838_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4632161412949625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023160807064748126,0.0
212590_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.463204007660468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231602003830234,0.0
