,9_SVM,9_LR,MEAN,MEDIAN
201498_at,-0.17260988597913024,-0.2285486537957148,-0.20057926988742253,-0.20057926988742253
201498_at,-0.17260988597913024,-0.2285486537957148,-0.20057926988742253,-0.20057926988742253
203401_at,-0.19097292769160512,-0.20709314905522305,-0.19903303837341407,-0.19903303837341407
203401_at,-0.19097292769160512,-0.20709314905522305,-0.19903303837341407,-0.19903303837341407
235971_at,-0.1678459941648383,-0.19417816665993895,-0.18101208041238864,-0.18101208041238864
235971_at,-0.1678459941648383,-0.19417816665993895,-0.18101208041238864,-0.18101208041238864
220588_at,-0.21437289192453793,-0.1357057199600554,-0.17503930594229666,-0.17503930594229666
220588_at,-0.21437289192453793,-0.1357057199600554,-0.17503930594229666,-0.17503930594229666
218108_at,-0.13136784445883623,-0.17050826751658016,-0.1509380559877082,-0.1509380559877082
218108_at,-0.13136784445883623,-0.17050826751658016,-0.1509380559877082,-0.1509380559877082
223556_at,-0.16296362718793198,-0.12315027885628317,-0.14305695302210758,-0.14305695302210758
223556_at,-0.16296362718793198,-0.12315027885628317,-0.14305695302210758,-0.14305695302210758
215933_s_at,-0.1406186369615244,-0.11636424337118388,-0.12849144016635414,-0.12849144016635414
215933_s_at,-0.1406186369615244,-0.11636424337118388,-0.12849144016635414,-0.12849144016635414
243806_at,-0.17031319663310607,-0.08054595448318487,-0.12542957555814546,-0.12542957555814546
243806_at,-0.17031319663310607,-0.08054595448318487,-0.12542957555814546,-0.12542957555814546
204689_at,-0.12927335662091463,-0.1190585388949105,-0.12416594775791256,-0.12416594775791256
204689_at,-0.12927335662091463,-0.1190585388949105,-0.12416594775791256,-0.12416594775791256
203729_at,-0.09994324949042889,-0.126981850723422,-0.11346255010692544,-0.11346255010692544
203729_at,-0.09994324949042889,-0.126981850723422,-0.11346255010692544,-0.11346255010692544
205900_at,-0.1434779110984465,-0.06437400099679753,-0.103925956047622,-0.103925956047622
205900_at,-0.1434779110984465,-0.06437400099679753,-0.103925956047622,-0.103925956047622
238782_at,-0.0943496713444792,-0.10197179840266903,-0.09816073487357412,-0.09816073487357412
238782_at,-0.0943496713444792,-0.10197179840266903,-0.09816073487357412,-0.09816073487357412
231577_s_at,-0.03587984052400784,-0.16012712705464363,-0.09800348378932573,-0.09800348378932573
231577_s_at,-0.03587984052400784,-0.16012712705464363,-0.09800348378932573,-0.09800348378932573
222037_at,-0.10143629279071802,-0.07195105192786605,-0.08669367235929204,-0.08669367235929204
222037_at,-0.10143629279071802,-0.07195105192786605,-0.08669367235929204,-0.08669367235929204
219282_s_at,-0.12818440702753828,-0.03787555545630745,-0.08302998124192286,-0.08302998124192286
219282_s_at,-0.12818440702753828,-0.03787555545630745,-0.08302998124192286,-0.08302998124192286
213370_s_at,0.019612932856326936,-0.15672871574209715,-0.06855789144288511,-0.06855789144288511
213370_s_at,0.019612932856326936,-0.15672871574209715,-0.06855789144288511,-0.06855789144288511
1570124_at,-0.07174128794573778,-0.0525878782316566,-0.06216458308869719,-0.06216458308869719
1570124_at,-0.07174128794573778,-0.0525878782316566,-0.06216458308869719,-0.06216458308869719
204767_s_at,-0.036456547223510556,-0.07644409538191413,-0.05645032130271234,-0.05645032130271234
204767_s_at,-0.036456547223510556,-0.07644409538191413,-0.05645032130271234,-0.05645032130271234
223129_x_at,-0.06975918218494057,-0.038569448080229,-0.05416431513258478,-0.05416431513258478
223129_x_at,-0.06975918218494057,-0.038569448080229,-0.05416431513258478,-0.05416431513258478
235113_at,-0.028194741788004494,-0.07780497431625535,-0.05299985805212992,-0.05299985805212992
235113_at,-0.028194741788004494,-0.07780497431625535,-0.05299985805212992,-0.05299985805212992
211052_s_at,-0.05663268035044027,-0.04274034640513392,-0.049686513377787095,-0.049686513377787095
211052_s_at,-0.05663268035044027,-0.04274034640513392,-0.049686513377787095,-0.049686513377787095
226661_at,-0.026381501678463728,-0.07114083451709445,-0.04876116809777909,-0.04876116809777909
226661_at,-0.026381501678463728,-0.07114083451709445,-0.04876116809777909,-0.04876116809777909
206095_s_at,-0.006540352430737659,-0.090665819047188,-0.048603085738962826,-0.048603085738962826
206095_s_at,-0.006540352430737659,-0.090665819047188,-0.048603085738962826,-0.048603085738962826
228097_at,-0.06613291688568779,-0.017647342048773502,-0.04189012946723064,-0.04189012946723064
228097_at,-0.06613291688568779,-0.017647342048773502,-0.04189012946723064,-0.04189012946723064
229192_s_at,-0.05423259609470817,-0.023240729171414842,-0.03873666263306151,-0.03873666263306151
229192_s_at,-0.05423259609470817,-0.023240729171414842,-0.03873666263306151,-0.03873666263306151
202262_x_at,-0.021611831671611983,-0.054800522201202656,-0.03820617693640732,-0.03820617693640732
202262_x_at,-0.021611831671611983,-0.054800522201202656,-0.03820617693640732,-0.03820617693640732
214909_s_at,-0.009456141372850481,-0.051252913740430145,-0.030354527556640313,-0.030354527556640313
214909_s_at,-0.009456141372850481,-0.051252913740430145,-0.030354527556640313,-0.030354527556640313
202251_at,-0.006236467338630695,-0.053621581289460714,-0.029929024314045705,-0.029929024314045705
202251_at,-0.006236467338630695,-0.053621581289460714,-0.029929024314045705,-0.029929024314045705
222464_s_at,-0.01361323953513024,-0.035144956694361684,-0.02437909811474596,-0.02437909811474596
222464_s_at,-0.01361323953513024,-0.035144956694361684,-0.02437909811474596,-0.02437909811474596
206655_s_at,-0.03634264589276076,-0.005239412661063501,-0.02079102927691213,-0.02079102927691213
206655_s_at,-0.03634264589276076,-0.005239412661063501,-0.02079102927691213,-0.02079102927691213
218084_x_at,-0.027259162596716072,-0.012380443996354282,-0.019819803296535175,-0.019819803296535175
218084_x_at,-0.027259162596716072,-0.012380443996354282,-0.019819803296535175,-0.019819803296535175
1053_at,0.005283899095564873,-0.04055599948642215,-0.01763605019542864,-0.01763605019542864
1053_at,0.005283899095564873,-0.04055599948642215,-0.01763605019542864,-0.01763605019542864
223130_s_at,-0.03368509209102864,0.006619797614050557,-0.013532647238489043,-0.013532647238489043
223130_s_at,-0.03368509209102864,0.006619797614050557,-0.013532647238489043,-0.013532647238489043
206752_s_at,-0.04234574718094841,0.016357127501270857,-0.012994309839838777,-0.012994309839838777
206752_s_at,-0.04234574718094841,0.016357127501270857,-0.012994309839838777,-0.012994309839838777
226925_at,-0.01119016591252183,0.00474636274130301,-0.0032219015856094105,-0.0032219015856094105
226925_at,-0.01119016591252183,0.00474636274130301,-0.0032219015856094105,-0.0032219015856094105
230932_at,-0.05440585975928901,0.04949653708956226,-0.0024546613348633735,-0.0024546613348633735
230932_at,-0.05440585975928901,0.04949653708956226,-0.0024546613348633735,-0.0024546613348633735
224252_s_at,-0.004889738762999357,0.0015880500344051466,-0.001650844364297105,-0.001650844364297105
224252_s_at,-0.004889738762999357,0.0015880500344051466,-0.001650844364297105,-0.001650844364297105
212141_at,0.021367821630214456,0.014196359403300895,0.017782090516757675,0.017782090516757675
212141_at,0.021367821630214456,0.014196359403300895,0.017782090516757675,0.017782090516757675
236908_at,-0.003391027478169673,0.04905876943621347,0.022833870979021897,0.022833870979021897
236908_at,-0.003391027478169673,0.04905876943621347,0.022833870979021897,0.022833870979021897
206857_s_at,0.015926835829585127,0.037785601173522476,0.0268562185015538,0.0268562185015538
206857_s_at,0.015926835829585127,0.037785601173522476,0.0268562185015538,0.0268562185015538
205232_s_at,0.02838983788636315,0.027908371266377602,0.028149104576370376,0.028149104576370376
205232_s_at,0.02838983788636315,0.027908371266377602,0.028149104576370376,0.028149104576370376
209457_at,0.05256542514894471,0.004481100912236225,0.028523263030590468,0.028523263030590468
209457_at,0.05256542514894471,0.004481100912236225,0.028523263030590468,0.028523263030590468
228098_s_at,0.0402317196069745,0.046966958191896474,0.043599338899435486,0.043599338899435486
228098_s_at,0.0402317196069745,0.046966958191896474,0.043599338899435486,0.043599338899435486
212443_at,0.061266638584049515,0.029068738886138253,0.045167688735093886,0.045167688735093886
212443_at,0.061266638584049515,0.029068738886138253,0.045167688735093886,0.045167688735093886
221764_at,0.04456943984127235,0.04987052263334132,0.047219981237306835,0.047219981237306835
221764_at,0.04456943984127235,0.04987052263334132,0.047219981237306835,0.047219981237306835
210044_s_at,0.02229188271173077,0.07427028145951622,0.0482810820856235,0.0482810820856235
210044_s_at,0.02229188271173077,0.07427028145951622,0.0482810820856235,0.0482810820856235
229139_at,0.11760551786682881,-0.0013788173170864422,0.05811335027487118,0.05811335027487118
229139_at,0.11760551786682881,-0.0013788173170864422,0.05811335027487118,0.05811335027487118
231948_s_at,0.06411981020729848,0.054316347049290614,0.05921807862829455,0.05921807862829455
231948_s_at,0.06411981020729848,0.054316347049290614,0.05921807862829455,0.05921807862829455
219693_at,0.07709734406393395,0.058225238792918875,0.06766129142842642,0.06766129142842642
219693_at,0.07709734406393395,0.058225238792918875,0.06766129142842642,0.06766129142842642
201105_at,0.07597034539514691,0.07169891590573749,0.0738346306504422,0.0738346306504422
201105_at,0.07597034539514691,0.07169891590573749,0.0738346306504422,0.0738346306504422
211549_s_at,0.024208804666644622,0.13230581967316377,0.0782573121699042,0.0782573121699042
211549_s_at,0.024208804666644622,0.13230581967316377,0.0782573121699042,0.0782573121699042
209931_s_at,0.07198816113530868,0.0910862615034321,0.08153721131937039,0.08153721131937039
209931_s_at,0.07198816113530868,0.0910862615034321,0.08153721131937039,0.08153721131937039
225783_at,0.08308955489055282,0.08071270722146298,0.08190113105600791,0.08190113105600791
225783_at,0.08308955489055282,0.08071270722146298,0.08190113105600791,0.08190113105600791
200934_at,0.1163899851863632,0.06481622024677391,0.09060310271656856,0.09060310271656856
200934_at,0.1163899851863632,0.06481622024677391,0.09060310271656856,0.09060310271656856
227819_at,0.01714547809138685,0.16461803296186237,0.09088175552662461,0.09088175552662461
227819_at,0.01714547809138685,0.16461803296186237,0.09088175552662461,0.09088175552662461
237507_at,0.06761223938223056,0.11854965309178066,0.09308094623700561,0.09308094623700561
237507_at,0.06761223938223056,0.11854965309178066,0.09308094623700561,0.09308094623700561
218376_s_at,0.1272860908109714,0.08056005104115178,0.1039230709260616,0.1039230709260616
218376_s_at,0.1272860908109714,0.08056005104115178,0.1039230709260616,0.1039230709260616
201015_s_at,0.10388122746688322,0.11362847929909735,0.10875485338299029,0.10875485338299029
201015_s_at,0.10388122746688322,0.11362847929909735,0.10875485338299029,0.10875485338299029
55705_at,0.09693901946583945,0.12363964422463546,0.11028933184523745,0.11028933184523745
55705_at,0.09693901946583945,0.12363964422463546,0.11028933184523745,0.11028933184523745
206591_at,0.08619605569693402,0.142471905905106,0.11433398080102,0.11433398080102
206591_at,0.08619605569693402,0.142471905905106,0.11433398080102,0.11433398080102
202572_s_at,0.10592080271667505,0.12984866757392682,0.11788473514530093,0.11788473514530093
202572_s_at,0.10592080271667505,0.12984866757392682,0.11788473514530093,0.11788473514530093
210676_x_at,0.13893125636726908,0.11091154800303614,0.1249214021851526,0.1249214021851526
210676_x_at,0.13893125636726908,0.11091154800303614,0.1249214021851526,0.1249214021851526
202551_s_at,0.12902047282963536,0.13925929007790125,0.13413988145376832,0.13413988145376832
202551_s_at,0.12902047282963536,0.13925929007790125,0.13413988145376832,0.13413988145376832
218638_s_at,0.12273642823674008,0.14681812210827191,0.13477727517250598,0.13477727517250598
218638_s_at,0.12273642823674008,0.14681812210827191,0.13477727517250598,0.13477727517250598
219513_s_at,0.11857085080807953,0.17678913861152673,0.14767999470980314,0.14767999470980314
219513_s_at,0.11857085080807953,0.17678913861152673,0.14767999470980314,0.14767999470980314
203914_x_at,0.09959287854405537,0.19640615912351375,0.14799951883378457,0.14799951883378457
203914_x_at,0.09959287854405537,0.19640615912351375,0.14799951883378457,0.14799951883378457
40016_g_at,0.13408133905472747,0.16363052810979548,0.14885593358226146,0.14885593358226146
40016_g_at,0.13408133905472747,0.16363052810979548,0.14885593358226146,0.14885593358226146
227168_at,0.11223342409694938,0.19015210334868135,0.15119276372281537,0.15119276372281537
227168_at,0.11223342409694938,0.19015210334868135,0.15119276372281537,0.15119276372281537
230526_at,0.1540285003689946,0.16789507287389935,0.16096178662144697,0.16096178662144697
230526_at,0.1540285003689946,0.16789507287389935,0.16096178662144697,0.16096178662144697
220865_s_at,0.18217719438498436,0.14000484574076277,0.16109102006287357,0.16109102006287357
220865_s_at,0.18217719438498436,0.14000484574076277,0.16109102006287357,0.16109102006287357
231729_s_at,0.14428516818966375,0.18088794947418962,0.1625865588319267,0.1625865588319267
231729_s_at,0.14428516818966375,0.18088794947418962,0.1625865588319267,0.1625865588319267
207908_at,0.15254259509762477,0.1760100557622724,0.16427632542994858,0.16427632542994858
207908_at,0.15254259509762477,0.1760100557622724,0.16427632542994858,0.16427632542994858
219703_at,0.18316739104820726,0.18100594756839516,0.1820866693083012,0.1820866693083012
219703_at,0.18316739104820726,0.18100594756839516,0.1820866693083012,0.1820866693083012
1560625_s_at,0.15637544755194951,0.2135915954488566,0.18498352150040306,0.18498352150040306
1560625_s_at,0.15637544755194951,0.2135915954488566,0.18498352150040306,0.18498352150040306
228667_at,0.14179153575150902,0.2289910500784493,0.18539129291497916,0.18539129291497916
228667_at,0.14179153575150902,0.2289910500784493,0.18539129291497916,0.18539129291497916
222978_at,0.20008427804360418,0.1745483921291984,0.18731633508640128,0.18731633508640128
222978_at,0.20008427804360418,0.1745483921291984,0.18731633508640128,0.18731633508640128
211548_s_at,0.1433134625973368,0.2374436207757208,0.1903785416865288,0.1903785416865288
211548_s_at,0.1433134625973368,0.2374436207757208,0.1903785416865288,0.1903785416865288
204162_at,0.23014591183775152,0.16954162857643607,0.1998437702070938,0.1998437702070938
204162_at,0.23014591183775152,0.16954162857643607,0.1998437702070938,0.1998437702070938
219145_at,0.22968930837742071,0.1920652003909595,0.2108772543841901,0.2108772543841901
219145_at,0.22968930837742071,0.1920652003909595,0.2108772543841901,0.2108772543841901
205107_s_at,0.20717991664834048,0.21872737596262676,0.21295364630548363,0.21295364630548363
205107_s_at,0.20717991664834048,0.21872737596262676,0.21295364630548363,0.21295364630548363
204328_at,0.21766388423187713,0.2166737139137672,0.21716879907282216,0.21716879907282216
204328_at,0.21766388423187713,0.2166737139137672,0.21716879907282216,0.21716879907282216
211772_x_at,0.2330776839132982,0.20845396864048507,0.22076582627689162,0.22076582627689162
211772_x_at,0.2330776839132982,0.20845396864048507,0.22076582627689162,0.22076582627689162
203522_at,0.1513302509130856,0.2915184060302941,0.22142432847168986,0.22142432847168986
203522_at,0.1513302509130856,0.2915184060302941,0.22142432847168986,0.22142432847168986
229611_at,0.18973379837425985,0.26421119359049694,0.2269724959823784,0.2269724959823784
229611_at,0.18973379837425985,0.26421119359049694,0.2269724959823784,0.2269724959823784
206301_at,0.22007612167853313,0.25507805969230335,0.23757709068541824,0.23757709068541824
206301_at,0.22007612167853313,0.25507805969230335,0.23757709068541824,0.23757709068541824
205233_s_at,0.26010236358261324,0.2286308220731271,0.24436659282787015,0.24436659282787015
205233_s_at,0.26010236358261324,0.2286308220731271,0.24436659282787015,0.24436659282787015
212489_at,0.23390951500849588,0.25980920318397654,0.2468593590962362,0.2468593590962362
212489_at,0.23390951500849588,0.25980920318397654,0.2468593590962362,0.2468593590962362
208592_s_at,0.24292485468122343,0.26047944276991236,0.2517021487255679,0.2517021487255679
208592_s_at,0.24292485468122343,0.26047944276991236,0.2517021487255679,0.2517021487255679
225611_at,0.25162551551704354,0.2689070867169876,0.26026630111701554,0.26026630111701554
225611_at,0.25162551551704354,0.2689070867169876,0.26026630111701554,0.26026630111701554
225791_at,0.25676336997981003,0.26969876890396244,0.26323106944188623,0.26323106944188623
225791_at,0.25676336997981003,0.26969876890396244,0.26323106944188623,0.26323106944188623
212488_at,0.24757481843955606,0.28145039402108263,0.26451260623031936,0.26451260623031936
212488_at,0.24757481843955606,0.28145039402108263,0.26451260623031936,0.26451260623031936
218337_at,0.2925533279800965,0.23713261529569798,0.2648429716378972,0.2648429716378972
218337_at,0.2925533279800965,0.23713261529569798,0.2648429716378972,0.2648429716378972
203544_s_at,0.2744198476566544,0.25550069165292333,0.26496026965478886,0.26496026965478886
203544_s_at,0.2744198476566544,0.25550069165292333,0.26496026965478886,0.26496026965478886
228658_at,0.242117921294178,0.29312060834879355,0.2676192648214858,0.2676192648214858
228658_at,0.242117921294178,0.29312060834879355,0.2676192648214858,0.2676192648214858
227944_at,0.3134566018039186,0.23732723456075205,0.2753919181823353,0.2753919181823353
227944_at,0.3134566018039186,0.23732723456075205,0.2753919181823353,0.2753919181823353
203325_s_at,0.28014202986848696,0.2727697189697504,0.2764558744191187,0.2764558744191187
203325_s_at,0.28014202986848696,0.2727697189697504,0.2764558744191187,0.2764558744191187
219327_s_at,0.2782807923384749,0.276802268531024,0.2775415304347495,0.2775415304347495
219327_s_at,0.2782807923384749,0.276802268531024,0.2775415304347495,0.2775415304347495
212022_s_at,0.3281909798516465,0.23760917625106384,0.2829000780513552,0.2829000780513552
212022_s_at,0.3281909798516465,0.23760917625106384,0.2829000780513552,0.2829000780513552
1553970_s_at,0.28287099532456716,0.3040170205207308,0.293444007922649,0.293444007922649
1553970_s_at,0.28287099532456716,0.3040170205207308,0.293444007922649,0.293444007922649
202552_s_at,0.3117972488402412,0.2795685311058393,0.29568288997304026,0.29568288997304026
202552_s_at,0.3117972488402412,0.2795685311058393,0.29568288997304026,0.29568288997304026
208999_at,0.38452277171400445,0.21253070301802537,0.2985267373660149,0.2985267373660149
208999_at,0.38452277171400445,0.21253070301802537,0.2985267373660149,0.2985267373660149
214950_at,0.3014712886756024,0.31810943337696357,0.309790361026283,0.309790361026283
214950_at,0.3014712886756024,0.31810943337696357,0.309790361026283,0.309790361026283
230756_at,0.2878913521880602,0.3372178724834719,0.3125546123357661,0.3125546123357661
230756_at,0.2878913521880602,0.3372178724834719,0.3125546123357661,0.3125546123357661
201590_x_at,0.28340421724029985,0.34234942909996474,0.3128768231701323,0.3128768231701323
201590_x_at,0.28340421724029985,0.34234942909996474,0.3128768231701323,0.3128768231701323
222781_s_at,0.3632117644522042,0.2746364638655505,0.31892411415887734,0.31892411415887734
222781_s_at,0.3632117644522042,0.2746364638655505,0.31892411415887734,0.31892411415887734
214958_s_at,0.3479445158204406,0.3358193058083816,0.3418819108144111,0.3418819108144111
214958_s_at,0.3479445158204406,0.3358193058083816,0.3418819108144111,0.3418819108144111
209930_s_at,0.3318086307506628,0.37071016785800653,0.3512593993043347,0.3512593993043347
209930_s_at,0.3318086307506628,0.37071016785800653,0.3512593993043347,0.3512593993043347
1553537_at,0.37948057172324795,0.3322317525940185,0.35585616215863325,0.35585616215863325
1553537_at,0.37948057172324795,0.3322317525940185,0.35585616215863325,0.35585616215863325
206907_at,0.3716860376706182,0.34239891015468005,0.3570424739126491,0.3570424739126491
206907_at,0.3716860376706182,0.34239891015468005,0.3570424739126491,0.3570424739126491
213503_x_at,0.3434075485252112,0.3838629441005921,0.36363524631290167,0.36363524631290167
213503_x_at,0.3434075485252112,0.3838629441005921,0.36363524631290167,0.36363524631290167
1564435_a_at,0.3720676366075987,0.3867101270407317,0.3793888818241652,0.3793888818241652
1564435_a_at,0.3720676366075987,0.3867101270407317,0.3793888818241652,0.3793888818241652
206726_at,0.3723685706806972,0.3965380082301362,0.3844532894554167,0.3844532894554167
206726_at,0.3723685706806972,0.3965380082301362,0.3844532894554167,0.3844532894554167
215784_at,0.38043241587469345,0.3887492719503699,0.3845908439125317,0.3845908439125317
215784_at,0.38043241587469345,0.3887492719503699,0.3845908439125317,0.3845908439125317
209794_at,0.40887447973806257,0.3686635207142701,0.38876900022616634,0.38876900022616634
209794_at,0.40887447973806257,0.3686635207142701,0.38876900022616634,0.38876900022616634
208816_x_at,0.37069424413864566,0.4162459526783326,0.3934700984084891,0.3934700984084891
208816_x_at,0.37069424413864566,0.4162459526783326,0.3934700984084891,0.3934700984084891
37796_at,0.4074488548087903,0.3863321461035646,0.39689050045617746,0.39689050045617746
37796_at,0.4074488548087903,0.3863321461035646,0.39689050045617746,0.39689050045617746
207455_at,0.41352438391429125,0.38499955431006055,0.39926196911217593,0.39926196911217593
207455_at,0.41352438391429125,0.38499955431006055,0.39926196911217593,0.39926196911217593
215807_s_at,0.41125127662958855,0.3979296745900794,0.40459047560983397,0.40459047560983397
215807_s_at,0.41125127662958855,0.3979296745900794,0.40459047560983397,0.40459047560983397
1556945_a_at,0.4864142233186999,0.3828883312242737,0.4346512772714868,0.4346512772714868
1556945_a_at,0.4864142233186999,0.3828883312242737,0.4346512772714868,0.4346512772714868
